CustomerID,Age,Gender,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,HoursSpentOnApp,NumberOfDevicesRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderCount,DaySinceLastOrder,CashbackAmount,Churn
7160,34,Male,16,Mobile,1,9.4,3.1,3,4,1,0,23,6,118.0,0
7161,42,Female,29,Desktop,2,7.3,4.2,4,5,3,0,38,3,173.0,0
7162,23,Male,3,Mobile,3,18.2,1.7,1,2,1,0,5,21,26.0,1
7163,52,Male,41,Desktop,1,6.4,3.9,3,4,2,0,41,2,207.0,0
7164,27,Female,6,Mobile,1,11.7,2.4,2,3,2,1,11,15,46.0,1
7165,33,Male,15,Mobile,2,9.1,3.0,3,4,1,0,23,6,97.0,0
7166,40,Female,28,Desktop,1,7.2,4.1,4,5,3,0,37,4,171.0,0
7167,24,Male,3,Mobile,3,18.5,1.7,1,2,1,0,5,20,28.0,1
7168,54,Male,45,Desktop,2,5.8,3.7,3,4,2,0,43,2,211.0,0
7169,28,Female,7,Mobile,3,13.5,2.3,2,3,2,0,9,16,40.0,1
7170,34,Male,17,Mobile,1,9.5,3.1,3,4,1,0,25,5,127.0,0
7171,42,Female,29,Desktop,2,7.4,4.2,4,5,3,0,38,3,174.0,0
7172,22,Male,2,Mobile,3,19.0,1.7,1,2,1,0,4,21,25.0,1
7173,51,Male,39,Desktop,1,6.3,3.9,3,4,2,0,42,2,209.0,0
7174,27,Female,5,Mobile,1,11.6,2.4,2,3,2,1,12,15,47.0,1
7175,33,Male,15,Mobile,2,9.2,3.0,3,4,1,0,23,6,98.0,0
7176,40,Female,27,Desktop,1,7.1,4.1,4,5,3,0,36,4,166.0,0
7177,23,Male,3,Mobile,3,17.8,1.7,1,2,1,0,5,20,27.0,1
7178,54,Male,46,Desktop,2,5.9,3.7,3,4,2,0,43,2,213.0,0
7179,28,Female,7,Mobile,3,13.3,2.3,2,3,2,0,9,16,40.0,1
7180,34,Male,17,Mobile,1,9.4,3.1,3,4,1,0,25,5,127.0,0
7181,45,Female,60,Desktop,2,8.2,3.5,2,5,3,0,30,3,180.75,0
7182,28,Male,12,Mobile,3,15.0,5.2,4,2,1,1,5,15,50.25,1
7183,38,Female,36,Mobile,1,9.8,4.8,3,3,2,0,20,5,120.0,0
7184,22,Male,6,Desktop,2,11.0,2.1,2,1,1,1,2,25,30.5,1
7185,50,Female,72,Mobile,1,7.5,3.8,3,5,4,0,40,1,220.0,0
7186,35,Male,18,Mobile,3,13.2,4.5,3,3,2,0,12,9,90.25,0
7187,29,Female,9,Desktop,2,10.5,2.9,2,2,1,0,7,12,60.75,0
7188,42,Male,48,Mobile,1,8.8,4.0,4,4,3,0,25,4,150.5,0
7189,25,Female,3,Mobile,3,16.0,6.1,3,1,1,1,3,20,40.0,1
7190,37,Male,28,Desktop,2,10.2,3.7,3,3,2,0,18,6,110.75,0
7191,48,Female,65,Mobile,1,7.8,4.2,2,5,4,0,35,2,200.0,0
7192,30,Male,15,Mobile,3,14.5,4.9,4,2,1,1,6,14,55.5,1
7193,33,Female,20,Desktop,1,9.5,3.9,3,4,2,0,16,8,105.25,0
7194,27,Male,8,Mobile,2,12.0,2.5,2,3,1,0,4,18,45.75,0
7195,55,Female,80,Mobile,1,6.5,3.2,3,5,5,0,50,1,250.0,0
7196,31,Male,22,Mobile,3,13.8,4.6,3,3,2,0,14,10,95.0,0
7197,39,Female,30,Desktop,2,11.5,3.8,3,4,3,0,22,6,130.5,0
7198,26,Male,7,Mobile,3,15.5,5.5,4,2,1,1,3,22,45.0,1
7199,47,Female,55,Mobile,1,8.0,4.0,2,5,4,0,33,3,190.75,0
7200,34,Male,14,Desktop,2,10.0,3.1,3,3,2,0,10,11,75.0,0
7201,29,Female,10,Mobile,3,13.0,4.3,3,3,1,0,5,13,50.0,0
7202,41,Male,40,Mobile,1,9.0,4.7,4,4,3,0,28,5,160.0,0
7203,23,Female,4,Desktop,2,14.0,2.0,2,1,1,1,1,30,25.0,1
7204,52,Male,75,Mobile,1,7.0,3.6,3,5,4,0,45,1,230.5,0
7205,36,Female,25,Mobile,3,12.8,4.2,3,3,2,0,17,7,115.0,0
7206,30,Male,11,Desktop,1,9.2,3.3,3,4,2,0,9,10,70.25,0
7207,28,Female,5,Mobile,2,15.0,2.8,2,2,1,0,2,25,35.75,0
7208,43,Male,50,Mobile,1,8.5,4.4,4,4,3,0,32,4,170.0,0
7209,26,Female,3,Mobile,3,17.0,6.0,3,1,1,1,2,28,30.0,1
7210,37,Male,21,Desktop,2,10.8,3.9,3,3,2,0,13,9,85.5,0
7211,49,Female,68,Mobile,1,7.2,4.1,2,5,4,0,38,2,210.0,0
7212,31,Male,16,Mobile,3,14.2,5.0,4,2,1,1,7,15,60.0,1
7213,34,Female,24,Desktop,1,9.8,4.0,3,4,2,0,19,6,125.75,0
7214,27,Male,9,Mobile,2,11.8,2.6,2,3,1,0,5,12,55.0,0
7215,58,Female,85,Mobile,1,6.0,3.0,3,5,5,0,55,1,270.0,0
7216,32,Male,19,Mobile,3,13.5,4.7,3,3,2,0,12,8,90.0,0
7217,40,Female,35,Desktop,2,11.2,3.7,3,4,3,0,23,5,135.75,0
7218,25,Male,6,Mobile,3,16.5,5.8,4,2,1,1,3,20,40.0,1
7219,46,Female,58,Mobile,1,7.7,4.3,2,5,4,0,34,3,195.25,0
7220,33,Male,15,Desktop,2,10.5,3.2,3,3,2,0,11,10,80.0,0
7221,29,Female,8,Mobile,3,13.5,4.0,3,3,1,0,4,14,45.0,0
7222,42,Male,42,Mobile,1,8.8,4.6,4,4,3,0,29,5,175.0,0
7223,24,Female,5,Desktop,2,14.5,2.2,2,1,1,1,2,26,30.0,1
7224,50,Male,70,Mobile,1,7.5,3.5,3,5,4,0,42,2,225.0,0
7225,35,Female,26,Mobile,3,12.0,4.3,3,3,2,0,18,8,120.0,0
7226,31,Male,13,Desktop,1,9.5,3.4,3,4,2,0,10,11,75.25,0
7227,28,Female,7,Mobile,2,15.5,2.9,2,2,1,0,3,19,40.75,0
7228,44,Male,52,Mobile,1,8.2,4.5,4,4,3,0,31,4,180.0,0
7229,27,Female,4,Mobile,3,17.5,5.9,3,1,1,1,3,25,45.0,1
7230,38,Male,23,Desktop,2,11.0,3.8,3,3,2,0,15,7,100.0,0
7231,48,Female,62,Mobile,1,7.0,4.0,2,5,4,0,36,1,205.0,0
7232,30,Male,14,Mobile,3,14.0,4.8,4,2,1,1,6,16,55.0,1
7233,33,Female,20,Desktop,1,9.0,4.1,3,4,2,0,17,7,110.25,0
7234,26,Male,8,Mobile,2,12.5,2.4,2,3,1,0,4,17,50.0,0
7235,55,Female,82,Mobile,1,5.5,3.1,3,5,5,0,53,1,260.0,0
7236,32,Male,21,Mobile,3,13.8,4.5,3,3,2,0,13,9,95.0,0
7237,39,Female,32,Desktop,2,11.5,3.6,3,4,3,0,21,6,130.0,0
7238,26,Male,5,Mobile,3,17.0,5.6,4,2,1,1,3,22,40.0,1
7239,47,Female,56,Mobile,1,7.9,4.2,2,5,4,0,33,3,190.0,0
7240,34,Male,17,Desktop,2,10.2,3.3,3,3,2,0,12,9,80.5,0
7241,29,Female,9,Mobile,3,13.0,4.1,3,3,1,0,5,13,50.0,0
7242,41,Male,45,Mobile,1,8.7,4.7,4,4,3,0,30,4,170.0,0
7243,23,Female,4,Desktop,2,14.2,2.1,2,1,1,1,1,29,25.0,1
7244,51,Male,72,Mobile,1,6.8,3.6,3,5,4,0,44,1,230.0,0
7245,23,Female,5,Mobile,1,2.1,6.5,2,2,1,1,12,2,45.5,1
7246,58,Male,36,Desktop,3,18.9,1.5,4,5,3,0,60,15,250.0,0
7247,31,Female,12,Mobile,2,8.2,4.8,3,3,1,0,25,5,100.25,0
7248,28,Other,8,Mobile,1,3.5,7.1,2,2,1,1,18,1,60.0,1
7249,39,Male,24,Desktop,3,15.0,2.9,4,4,2,0,45,10,180.5,0
7250,21,Female,2,Mobile,1,1.8,8.0,1,1,1,1,5,3,20.0,1
7251,50,Male,48,Desktop,3,20.0,1.2,5,5,3,0,70,20,300.0,0
7252,35,Female,15,Mobile,2,7.5,4.0,3,3,2,0,30,6,120.0,0
7253,26,Male,7,Mobile,1,2.5,5.5,2,2,1,0,15,4,50.0,0
7254,42,Female,20,Desktop,2,12.0,3.8,4,4,2,0,40,8,160.75,0
7255,29,Male,10,Mobile,1,4.0,6.0,3,3,1,1,22,3,75.0,1
7256,55,Female,30,Desktop,3,17.0,2.0,4,5,3,0,55,12,220.0,0
7257,25,Male,6,Mobile,1,3.0,7.5,2,2,1,1,10,2,40.0,1
7258,38,Female,22,Desktop,2,11.5,3.5,3,4,2,0,38,9,140.5,0
7259,30,Other,14,Mobile,2,6.0,4.5,3,3,1,0,28,5,110.0,0
7260,48,Male,32,Desktop,3,19.5,2.5,4,5,3,0,58,14,240.0,0
7261,22,Female,4,Mobile,1,2.0,7.8,2,1,1,1,8,1,30.0,1
7262,53,Male,40,Desktop,3,22.0,1.1,5,5,4,0,65,18,280.0,0
7263,33,Female,16,Mobile,2,9.0,3.9,3,3,2,0,32,7,130.0,0
7264,27,Male,9,Mobile,1,3.8,5.8,2,2,1,0,17,3,55.0,0
7265,40,Female,25,Desktop,2,13.5,3.3,4,4,2,0,42,10,170.75,0
7266,24,Male,5,Mobile,1,2.2,6.8,2,2,1,1,11,2,42.0,1
7267,59,Female,38,Desktop,3,21.0,1.4,5,5,3,0,62,16,260.0,0
7268,36,Male,19,Mobile,2,7.8,4.1,3,3,1,0,33,6,135.0,0
7269,28,Female,11,Mobile,1,5.0,5.2,2,3,1,0,20,4,65.0,0
7270,44,Male,28,Desktop,3,16.5,2.7,4,4,2,0,48,11,190.0,0
7271,20,Female,3,Mobile,1,1.5,8.5,1,1,1,1,6,1,25.0,1
7272,51,Male,34,Desktop,3,18.0,1.8,4,5,3,0,59,13,230.0,0
7273,37,Female,20,Mobile,2,9.5,3.7,3,3,2,0,36,8,145.0,0
7274,29,Male,13,Mobile,1,5.5,5.0,2,3,1,0,23,5,70.0,0
7275,46,Female,27,Desktop,2,14.0,3.0,4,4,2,0,44,9,175.0,0
7276,26,Male,8,Mobile,1,3.2,6.2,2,2,1,1,16,3,52.0,1
7277,57,Female,39,Desktop,3,21.5,1.3,5,5,4,0,63,17,270.0,0
7278,32,Male,17,Mobile,2,8.5,4.2,3,3,2,0,34,7,140.0,0
7279,27,Female,10,Mobile,1,4.5,5.5,2,3,1,0,21,4,68.0,0
7280,41,Male,26,Desktop,2,13.0,3.1,4,4,2,0,43,10,172.5,0
7281,23,Female,4,Mobile,1,1.9,7.2,2,2,1,1,7,2,28.0,1
7282,52,Male,36,Desktop,3,19.0,1.7,4,5,3,0,61,15,255.0,0
7283,34,Female,18,Mobile,2,9.8,3.6,3,3,1,0,31,5,125.0,0
7284,29,Male,12,Mobile,1,5.8,5.3,2,3,1,0,22,4,69.0,0
7285,43,Female,29,Desktop,2,15.5,2.8,4,4,2,0,46,12,185.0,0
7286,25,Male,7,Mobile,1,3.6,6.0,2,2,1,1,14,3,48.0,1
7287,56,Female,37,Desktop,3,20.5,1.6,5,5,3,0,64,19,275.0,0
7288,31,Male,15,Mobile,2,7.0,4.4,3,3,2,0,29,6,115.0,0
7289,28,Female,11,Mobile,1,4.8,5.6,2,3,1,0,24,5,72.0,0
7290,47,Male,30,Desktop,3,17.5,2.3,4,4,2,0,49,13,195.0,0
7291,22,Female,4,Mobile,1,2.3,7.0,2,1,1,1,9,2,35.0,1
7292,54,Male,42,Desktop,3,23.0,1.0,5,5,4,0,68,20,290.0,0
7293,33,Female,16,Mobile,2,8.8,3.9,3,3,2,0,30,7,128.0,0
7294,27,Male,9,Mobile,1,3.9,5.9,2,2,1,0,18,3,58.0,0
7295,42,Female,24,Desktop,2,12.5,3.4,4,4,2,0,41,9,165.0,0
7296,26,Male,8,Mobile,1,3.3,6.1,2,2,1,1,17,2,56.0,1
7297,58,Female,40,Desktop,3,22.5,1.2,5,5,3,0,66,18,285.0,0
7298,35,Male,19,Mobile,2,9.2,4.3,3,3,1,0,34,7,142.0,0
7299,29,Female,12,Mobile,1,5.2,5.4,2,3,1,0,23,4,71.0,0
7300,40,Male,23,Desktop,2,11.8,3.7,4,4,2,0,39,9,155.0,0
7301,23,Female,5,Mobile,1,2.0,7.3,2,2,1,1,10,1,40.0,1
7302,50,Male,35,Desktop,3,18.5,1.9,4,5,3,0,60,14,250.0,0
7303,32,Female,17,Mobile,2,8.0,4.0,3,3,2,0,32,6,130.0,0
7304,28,Male,10,Mobile,1,5.0,5.7,2,3,1,0,20,3,60.0,0
7305,45,Female,26,Desktop,2,13.8,3.2,4,4,2,0,44,10,178.0,0
7306,27,Male,9,Mobile,1,3.7,6.3,2,2,1,1,15,3,50.0,1
7307,55,Female,38,Desktop,3,21.2,1.5,5,5,3,0,62,17,265.0,0
7308,34,Male,18,Mobile,2,8.9,4.1,3,3,2,0,33,6,138.0,0
7309,30,Female,14,Mobile,1,5.9,5.1,2,3,1,0,22,4,68.0,0
7310,48,Male,31,Desktop,3,17.9,2.4,4,4,2,0,48,12,192.0,0
7311,21,Female,3,Mobile,1,1.7,8.2,1,1,1,1,5,1,22.0,1
7312,53,Male,39,Desktop,3,22.8,1.1,5,5,4,0,67,19,288.0,0
7313,36,Female,20,Mobile,2,9.3,3.8,3,3,2,0,35,8,148.0,0
7314,29,Male,11,Mobile,1,5.6,5.2,2,3,1,0,23,4,70.0,0
7315,47,Female,28,Desktop,2,14.5,3.0,4,4,2,0,45,11,180.0,0
7316,25,Male,7,Mobile,1,3.5,6.4,2,2,1,1,16,3,54.0,1
7317,56,Female,41,Desktop,3,23.5,1.3,5,5,4,0,68,21,295.0,0
7318,33,Male,16,Mobile,2,8.5,4.3,3,3,2,0,31,6,135.0,0
7319,29,Female,13,Mobile,1,5.3,5.3,2,3,1,0,24,5,73.0,0
7320,46,Male,27,Desktop,2,14.2,3.1,4,4,2,0,44,10,176.0,0
7321,26,Female,8,Mobile,1,3.4,6.5,2,2,1,1,17,2,55.0,1
7322,57,Male,40,Desktop,3,23.0,1.4,5,5,3,0,65,18,280.0,0
7323,35,Female,19,Mobile,2,9.5,4.0,3,3,2,0,34,7,140.0,0
7324,29,Male,12,Mobile,1,5.8,5.4,2,3,1,0,23,4,70.0,0
7325,41,Female,24,Desktop,2,12.8,3.3,4,4,2,0,42,9,170.0,0
7326,23,Male,5,Mobile,1,2.1,7.0,2,2,1,1,11,2,45.0,1
7327,52,Female,36,Desktop,3,19.5,1.7,4,5,3,0,60,15,252.0,0
7328,33,Male,17,Mobile,2,8.8,4.2,3,3,2,0,33,7,138.0,0
7329,29,Female,10,Mobile,1,5.0,5.6,2,3,1,0,21,3,66.0,0
7330,45,Male,28,Desktop,2,14.0,2.9,4,4,2,0,46,11,188.0,0
7331,22,Female,4,Mobile,1,1.8,7.5,2,1,1,1,9,1,36.0,1
7332,50,Male,34,Desktop,3,18.0,1.8,4,5,3,0,59,13,245.0,0
7333,37,Female,20,Mobile,2,9.0,3.7,3,3,2,0,36,8,145.0,0
7334,28,Male,11,Mobile,1,5.5,5.3,2,3,1,0,23,5,70.0,0
7335,46,Female,27,Desktop,2,13.5,3.2,4,4,2,0,44,10,175.0,0
7336,25,Male,8,Mobile,1,3.6,6.2,2,2,1,1,16,3,52.0,1
7337,57,Female,39,Desktop,3,21.0,1.5,5,5,4,0,63,17,270.0,0
7338,32,Male,16,Mobile,2,8.5,4.3,3,3,2,0,34,7,140.0,0
7339,29,Female,12,Mobile,1,5.2,5.4,2,3,1,0,23,4,70.0,0
7340,40,Male,23,Desktop,2,11.5,3.7,4,4,2,0,39,9,155.0,0
7341,23,Female,5,Mobile,1,2.0,7.3,2,2,1,1,10,1,40.0,1
7342,50,Male,35,Desktop,3,18.5,1.9,4,5,3,0,60,14,250.0,0
7343,32,Female,17,Mobile,2,8.0,4.0,3,3,2,0,32,6,130.0,0
7344,28,Male,10,Mobile,1,5.0,5.7,2,3,1,0,20,3,60.0,0
7345,45,Female,36,Desktop,2,8.0,3.0,3,4,2,0,35,5,150.0,0
7346,22,Male,5,Mobile,3,25.0,1.5,1,2,1,1,5,30,50.0,1
7347,35,Female,20,Mobile,1,12.0,3.5,3,4,2,0,28,10,120.0,0
7348,50,Male,48,Desktop,2,5.0,2.0,2,5,3,0,50,2,200.0,0
7349,30,Female,15,Mobile,3,20.0,2.0,2,3,1,0,18,12,95.0,0
7350,25,Male,8,Mobile,1,18.0,3.0,3,2,1,1,7,25,60.0,1
7351,40,Female,30,Desktop,2,10.0,4.0,4,4,2,0,40,8,160.0,0
7352,29,Male,12,Mobile,1,16.0,2.2,2,3,1,0,15,18,100.0,0
7353,33,Female,25,Mobile,3,22.0,3.2,3,4,2,0,22,14,110.0,0
7354,27,Male,7,Desktop,1,14.0,1.8,2,2,1,1,6,28,55.0,1
7355,48,Female,40,Mobile,2,7.0,3.8,3,5,3,0,45,4,180.0,0
7356,23,Male,4,Mobile,3,28.0,1.2,1,1,1,1,3,40,30.0,1
7357,38,Female,28,Desktop,1,11.0,3.3,3,4,2,0,30,9,130.0,0
7358,55,Male,50,Mobile,2,6.0,2.8,2,5,3,0,55,1,220.0,0
7359,31,Female,18,Mobile,3,23.0,2.1,2,3,1,0,16,16,90.0,0
7360,26,Male,9,Desktop,1,13.0,2.9,3,3,1,0,10,14,75.0,0
7361,42,Female,32,Mobile,2,9.0,3.6,4,4,2,0,38,6,155.0,0
7362,24,Male,6,Mobile,3,26.0,1.7,2,2,1,1,5,29,52.0,1
7363,37,Female,22,Desktop,1,10.0,3.1,3,4,2,0,25,11,125.0,0
7364,52,Male,45,Mobile,2,8.0,2.7,3,5,3,0,48,3,190.0,0
7365,32,Female,17,Mobile,3,21.0,1.9,2,3,1,0,14,17,88.0,0
7366,28,Male,11,Desktop,1,17.0,2.6,2,3,1,0,13,13,82.0,0
7367,46,Female,38,Mobile,2,10.0,3.9,3,4,2,0,42,7,170.0,0
7368,21,Male,3,Mobile,3,30.0,1.0,1,1,1,1,2,45,25.0,1
7369,36,Female,24,Desktop,1,12.0,3.0,3,4,2,0,23,10,115.0,0
7370,53,Male,47,Mobile,2,7.0,2.9,2,5,3,0,52,2,210.0,0
7371,29,Female,14,Mobile,3,24.0,2.3,2,3,1,0,11,19,78.0,0
7372,30,Male,13,Desktop,1,15.0,2.7,3,3,1,0,16,16,92.0,0
7373,44,Female,34,Mobile,2,9.0,3.7,4,4,2,0,37,5,152.0,0
7374,25,Male,8,Mobile,3,27.0,1.6,2,2,1,1,6,27,58.0,1
7375,39,Female,29,Desktop,1,11.0,3.2,3,4,2,0,29,8,135.0,0
7376,51,Male,44,Mobile,2,6.0,2.6,3,5,3,0,47,3,185.0,0
7377,33,Female,19,Mobile,3,22.0,2.2,2,3,1,0,17,15,98.0,0
7378,27,Male,10,Desktop,1,14.0,2.5,2,3,1,0,12,14,80.0,0
7379,47,Female,37,Mobile,2,11.0,3.8,3,4,2,0,40,6,165.0,0
7380,22,Male,5,Mobile,3,29.0,1.5,2,2,1,1,4,32,50.0,1
7381,35,Female,23,Desktop,1,13.0,3.1,3,4,2,0,24,12,122.0,0
7382,54,Male,49,Mobile,2,5.0,2.8,3,5,3,0,53,1,215.0,0
7383,30,Female,16,Mobile,3,20.0,2.0,2,3,1,0,13,18,85.0,0
7384,28,Male,12,Desktop,1,16.0,2.7,2,3,1,0,15,15,89.0,0
7385,43,Female,33,Mobile,2,8.0,3.6,4,4,2,0,36,7,158.0,0
7386,26,Male,7,Mobile,3,25.0,1.8,2,2,1,1,6,28,59.0,1
7387,38,Female,27,Desktop,1,10.0,3.3,3,4,2,0,28,9,132.0,0
7388,56,Male,51,Mobile,2,6.0,2.9,2,5,3,0,56,2,225.0,0
7389,31,Female,18,Mobile,3,23.0,2.3,2,3,1,0,15,16,91.0,0
7390,26,Male,9,Desktop,1,13.0,2.9,3,3,1,0,10,14,77.0,0
7391,42,Female,32,Mobile,2,9.0,3.7,4,4,2,0,39,5,157.0,0
7392,24,Male,6,Mobile,3,26.0,1.7,2,2,1,1,5,29,53.0,1
7393,37,Female,22,Desktop,1,10.0,3.0,3,4,2,0,26,11,127.0,0
7394,52,Male,45,Mobile,2,7.0,2.7,3,5,3,0,49,3,195.0,0
7395,32,Female,17,Mobile,3,21.0,1.9,2,3,1,0,14,17,89.0,0
7396,28,Male,11,Desktop,1,17.0,2.6,2,3,1,0,13,13,83.0,0
7397,46,Female,38,Mobile,2,10.0,3.9,3,4,2,0,43,7,172.0,0
7398,21,Male,3,Mobile,3,30.0,1.1,1,1,1,1,3,44,32.0,1
7399,36,Female,24,Desktop,1,12.0,3.2,3,4,2,0,24,10,118.0,0
7400,53,Male,47,Mobile,2,7.0,2.9,3,5,3,0,54,2,218.0,0
7401,29,Female,14,Mobile,3,24.0,2.4,2,3,1,0,12,19,80.0,0
7402,30,Male,13,Desktop,1,15.0,2.8,3,3,1,0,17,16,95.0,0
7403,44,Female,34,Mobile,2,9.0,3.7,4,4,2,0,38,5,154.0,0
7404,25,Male,8,Mobile,3,27.0,1.5,2,2,1,1,7,27,60.0,1
7405,39,Female,29,Desktop,1,11.0,3.3,3,4,2,0,30,8,137.0,0
7406,51,Male,44,Mobile,2,6.0,2.7,3,5,3,0,48,3,188.0,0
7407,33,Female,19,Mobile,3,22.0,2.3,2,3,1,0,18,15,100.0,0
7408,27,Male,10,Desktop,1,14.0,2.6,2,3,1,0,12,14,81.0,0
7409,47,Female,37,Mobile,2,11.0,3.8,3,4,2,0,41,6,167.0,0
7410,22,Male,5,Mobile,3,28.0,1.6,2,2,1,1,4,31,51.0,1
7411,35,Female,23,Desktop,1,13.0,3.2,3,4,2,0,25,11,123.0,0
7412,54,Male,49,Mobile,2,5.0,2.9,3,5,3,0,54,1,217.0,0
7413,30,Female,16,Mobile,3,20.0,2.1,2,3,1,0,14,18,87.0,0
7414,28,Male,12,Desktop,1,16.0,2.8,2,3,1,0,16,15,93.0,0
7415,43,Female,33,Mobile,2,8.0,3.7,4,4,2,0,37,7,159.0,0
7416,26,Male,7,Mobile,3,25.0,1.7,2,2,1,1,6,28,59.0,1
7417,38,Female,27,Desktop,1,10.0,3.4,3,4,2,0,29,9,134.0,0
7418,56,Male,51,Mobile,2,6.0,2.9,2,5,3,0,57,2,227.0,0
7419,31,Female,18,Mobile,3,23.0,2.4,2,3,1,0,16,16,93.0,0
7420,26,Male,9,Desktop,1,13.0,3.0,3,3,1,0,11,14,78.0,0
7421,42,Female,32,Mobile,2,9.0,3.8,4,4,2,0,40,5,156.0,0
7422,24,Male,6,Mobile,3,26.0,1.8,2,2,1,1,5,30,54.0,1
7423,37,Female,22,Desktop,1,10.0,3.1,3,4,2,0,27,11,128.0,0
7424,52,Male,45,Mobile,2,7.0,2.8,3,5,3,0,50,3,196.0,0
7425,32,Female,17,Mobile,3,21.0,2.0,2,3,1,0,15,17,90.0,0
7426,28,Male,11,Desktop,1,17.0,2.7,2,3,1,0,14,13,84.0,0
7427,46,Female,38,Mobile,2,10.0,3.9,3,4,2,0,44,7,174.0,0
7428,21,Male,3,Mobile,3,30.0,1.0,1,1,1,1,2,45,28.0,1
7429,36,Female,24,Desktop,1,12.0,3.3,3,4,2,0,25,10,119.0,0
7430,53,Male,47,Mobile,2,7.0,3.0,3,5,3,0,55,2,220.0,0
7431,29,Female,14,Mobile,3,24.0,2.5,2,3,1,0,13,19,82.0,0
7432,30,Male,13,Desktop,1,15.0,2.9,3,3,1,0,18,16,96.0,0
7433,44,Female,34,Mobile,2,9.0,3.8,4,4,2,0,39,5,155.0,0
7434,25,Male,8,Mobile,3,27.0,1.6,2,2,1,1,7,27,61.0,1
7435,39,Female,29,Desktop,1,11.0,3.4,3,4,2,0,31,8,138.0,0
7436,51,Male,44,Mobile,2,6.0,2.8,3,5,3,0,49,3,189.0,0
7437,33,Female,19,Mobile,3,22.0,2.4,2,3,1,0,19,15,102.0,0
7438,27,Male,10,Desktop,1,14.0,2.7,2,3,1,0,13,14,83.0,0
7439,47,Female,37,Mobile,2,11.0,3.9,3,4,2,0,42,6,169.0,0
7440,22,Male,5,Mobile,3,28.0,1.7,2,2,1,1,5,32,52.0,1
7441,35,Female,23,Desktop,1,13.0,3.3,3,4,2,0,26,11,124.0,0
7442,54,Male,49,Mobile,2,5.0,3.0,3,5,3,0,55,1,219.0,0
7443,30,Female,16,Mobile,3,20.0,2.2,2,3,1,0,15,18,88.0,0
7444,28,Male,12,Desktop,1,16.0,2.9,2,3,1,0,17,15,94.0,0
7445,43,Female,33,Mobile,2,8.0,3.8,4,4,2,0,38,7,160.0,0
7446,26,Male,7,Mobile,3,25.0,1.8,2,2,1,1,7,28,60.0,1
7447,38,Female,27,Desktop,1,10.0,3.5,3,4,2,0,30,9,136.0,0
7448,56,Male,51,Mobile,2,6.0,3.0,2,5,3,0,58,2,228.0,0
7449,31,Female,18,Mobile,3,23.0,2.5,2,3,1,0,17,16,94.0,0
7450,26,Male,9,Desktop,1,13.0,3.1,3,3,1,0,12,14,79.0,0
7451,42,Female,32,Mobile,2,9.0,3.9,4,4,2,0,41,5,157.0,0
7452,24,Male,6,Mobile,3,26.0,1.8,2,2,1,1,5,30,54.0,1
7453,37,Female,22,Desktop,1,10.0,3.2,3,4,2,0,28,11,129.0,0
7454,52,Male,45,Mobile,2,7.0,2.9,3,5,3,0,51,3,197.0,0
7455,32,Female,17,Mobile,3,21.0,2.1,2,3,1,0,16,17,91.0,0
7456,28,Male,11,Desktop,1,17.0,2.8,2,3,1,0,15,13,85.0,0
7457,46,Female,38,Mobile,2,10.0,4.0,3,4,2,0,45,7,175.0,0
7458,21,Male,3,Mobile,3,30.0,1.1,1,1,1,1,3,44,33.0,1
7459,36,Female,24,Desktop,1,12.0,3.4,3,4,2,0,26,10,120.0,0
7460,53,Male,47,Mobile,2,7.0,3.1,3,5,3,0,56,2,221.0,0
7461,29,Female,14,Mobile,3,24.0,2.6,2,3,1,0,14,19,83.0,0
7462,30,Male,13,Desktop,1,15.0,3.0,3,3,1,0,19,16,97.0,0
7463,44,Female,34,Mobile,2,9.0,3.9,4,4,2,0,40,5,156.0,0
7464,25,Male,8,Mobile,3,27.0,1.7,2,2,1,1,8,27,62.0,1
56346,45,Male,36,Desktop,2,12.5,2.1,2,3,2,1,8,18,75.2,1
56347,22,Female,3,Mobile,3,4.1,4.8,4,5,1,0,25,2,200.1,0
56348,38,Male,24,Mobile,2,9.0,3.0,3,3,2,0,12,7,95.0,0
56349,55,Female,48,Desktop,1,15.3,1.9,2,2,3,1,5,25,50.7,1
56350,31,Male,18,Mobile,3,6.5,4.0,3,4,1,0,20,3,150.2,0
56351,25,Female,6,Mobile,2,8.0,3.8,4,5,1,0,30,1,250.0,0
56352,49,Male,40,Desktop,1,11.2,2.5,2,3,2,0,10,12,85.5,0
56353,29,Female,9,Mobile,3,5.0,4.2,3,4,1,0,18,4,130.0,0
56354,33,Male,20,Mobile,2,7.5,3.3,3,3,2,1,13,6,90.8,1
56355,27,Female,5,Mobile,3,4.5,4.5,4,5,1,0,35,1,280.5,0
56356,52,Male,38,Desktop,1,13.0,2.0,2,2,3,1,6,22,60.1,1
56357,30,Female,15,Mobile,2,8.5,3.2,3,4,1,0,17,4,115.3,0
56358,23,Male,2,Mobile,3,3.5,4.9,4,5,1,0,28,2,220.8,0
56359,42,Female,30,Desktop,2,10.0,2.8,3,3,2,0,11,9,80.2,0
56360,35,Male,22,Mobile,3,7.0,3.6,3,4,1,0,19,3,140.7,0
56361,58,Female,50,Desktop,1,16.0,1.7,2,1,3,1,4,30,40.0,1
56362,26,Male,7,Mobile,3,4.8,4.1,4,4,1,0,26,2,210.5,0
